ちらのこ,がらうろ,ゆるおー,もそもじ,ぼりしな,とこだっ,はっきり,うとする,にこびり,ほっごほ,しながら,ずらもや,がつけら,くださっ,にこちら,だったら,つけたか,がみこん,からさぶ,わらずき,だったか,すっかり,うしばら,さんから,さんにや,こうから,がつつか,こともや,むしゃぶり,からぽろ,すること,たらしく,どかしな,もそもこ,しなかっ,たらふく,けろじろ,ほっぺた,しばかり,うはつい,すかうと,さんだっ
1,1,1,1,1,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,11,3,1,1,1,1,1,1,1,1,2,2
