ひらひら,のこのこ,しゃりしゃり
['\u3000道路脇の生い茂った緑から、ひらひらと風にこぼれる山桜。'],['\u3000体の弱い両親のことは、常に気がかりだった。けれども、夢をかなえてみせると心に決めて上京したからには、どうしてのこのこと里帰りできるだろうか……。'],['\u3000しゃりしゃりと大根をすり下ろしながら、老人が言った。']
