かったっ,ついたっ,べたかっ,すっきり,すいじめ,もそもこ,うとする,さっそく,しながら
['\u3000うらしまは、仕方なく海へと向かったっ……！'],['\u3000うらしまのあまりの物言いに\u30003人のいじめっ子は怒髪天をついたっ……！'],['「ちょうど亀肉が食べたかったところなんだよね」'],['「くくく……『何でもっとすっきり生きられないかねぇ』と言ったのさ」'],['\u3000のーかん、のーかんと繰り返すいじめっ子3人っ……！'],['\u3000そもそもこの問題は『文章からは葉っぱをかめ以外が取ってきても構わない』ことを看破出来るかどうか、というものだったんだがな」'],"['「俺達の賭けの内容を聞いて、かめがお前を勝たせようとするかも……」', '\u3000いじめっ子のぼすは\u3000これ以上絶対にうらしまに勝てないと理解し\u3000引き返そうとするっ……！']",['\u3000さっそくうらしまは\u3000村にある賭場へと足を運ぶっ……！'],['\u3000ど、どうして、そこまで(・・・・)看破しながらっ(・・・・・・・)……！」']
