びかけら,かったか,がらくす,おいてく,たっぷり,がしけた,うとする,しながら,すること
['\u3000呼びかけられ、正気を取り戻した国王はじっと姫を見つめます。そのあまりの美しさに、手放した事を惜しく思いました。'],['「恋した相手の邪魔になど、なりたくなかったから」'],['\u3000泣きながらくすくす笑うお姫様は輝くように美しく、勇者はますます惚れてしまいました。'],['「こんなお荷物を褒賞として渡されるなんて本当にお気の毒だわ。悪いのだけど少しだけおいてくださいな。準備が出来れば出ていきます」'],"['\u3000小さな入れ物にたっぷりと白いくりーむが入っています。水仕事などしたことのなかったお姫様は確かに手荒れを辛く思っていましたが、勇者には言っていませんでした。', '\u3000大量に食べる勇者につられたのか最初は食が細かったお姫様も近頃はきちんと食べます。勇者が栄養たっぷりの獲物を狙っているのもあり、お姫様は痩せ細っていたのが嘘のように健康的な肉付きに戻りました。']",['「いやいや、それがお姫様はそれはみすぼらしい姿だったそうだよ。勇者様も命懸けで頑張って報酬がしけた姫じゃ報われないさ」'],"['\u3000扉へ向かおうとするお姫様を、勇者は引き留めました。華奢な手首を握られてしまえば、お姫様が無理に出ることは出来ません。', '\u3000言葉を尽くし取り戻そうとする国王でしたが、お姫様には取りつく島もありません。']",['\u3000振り払おうと暴れるお姫様を優しくいなしながら、勇者はお姫様の目を見つめました。'],['\u3000ですので、お姫様は勇者の家で二人暮らしをすることになります。こじんまりした家のこじんまりしたべっどに座り、お姫様はため息をつきました。']
