ドキドキ,バラバラ,ハラハラ
['\u3000早速、王子の前で姉二人は件の靴を履いてみせようとしますが、サイズが合いません。それでも無理矢理に足を合わせようとして頑張ります。それはこれまで訪問したどの家でも繰り広げられてきた光景で、ガラスの靴が壊れてしまわないか従者はハラハラドキドキしますが、魔法でできた靴なのでそこは頑丈でした。'],['\u3000三者三様、とにかく目についた箇所を拭いたり掃いたりどかしたりとバラバラに動いていて、かえって物が散らかっていくという有り様です。'],['\u3000早速、王子の前で姉二人は件の靴を履いてみせようとしますが、サイズが合いません。それでも無理矢理に足を合わせようとして頑張ります。それはこれまで訪問したどの家でも繰り広げられてきた光景で、ガラスの靴が壊れてしまわないか従者はハラハラドキドキしますが、魔法でできた靴なのでそこは頑丈でした。']
