パクパク,ゴホゴホ
"['\u3000そして声と同時に口をパクパクと動かしていた。\n', '\u3000仔犬は口をパクパクさせ、話すのにあわせて右前足をひょこひょこと動かす。\n']",['\u3000少年が腕に抱きあげるとゴホゴホと水を吐き出した。\n']
