うとさっ,ぼくから,ぶりつい,さんとく,もたつか,かちゃかち,ごくおい,しながら,からぎゅー,くらいそ,うところ,ぼくのこ,しこする,さんがぼ,さんがく,くっきー,だったか,ぼくがや,すっかり,そくどー,とくわし,がぼくよ,しなかっ,すーする,おいがし,もりだっ,せかすか,がぼくに,くいうと,かったか,もしゃべら
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1
