バラバラ,ビショビショ,ブルブル,グラグラ
"['\u3000狼はそう言うと、大きく息を吸い込んでフーッと吐き出しました。すると、わらの家はバラバラに吹き飛んでしまいました。', '\u3000狼はそう叫ぶと、勢いをつけて木の家に体当たりしました。すると、木の家はバラバラにぶっ飛ばされてしまいました。', '\u3000末っ子豚のレンガの家はバラバラに崩れていました。もし、この家に居たら重いレンガの下敷きになってぺっちゃんこになっていたことでしょう。それを想像して末っ子豚はブルブルと震え上がりました。', '\u3000そう言った二番目のお兄さん豚の木の家に行ってみると、やはりバラバラに壊れていました。レンガの家ほどではありませんが材木が落ちてきたら大怪我をしていたことでしょう。二番目のお兄さん豚もゾッと背筋が寒くなりました。']",['\u3000そう言って、はしごを降りると一度自分の家に戻ってタオルを取ってきました。そして途中の川の水でタオルを濡らすと鼻と口の周りに巻きました。それから自分自身も川に入って体全体を水で濡らしました。狼の毛皮は水を吸ってビショビショになりました。'],['\u3000末っ子豚のレンガの家はバラバラに崩れていました。もし、この家に居たら重いレンガの下敷きになってぺっちゃんこになっていたことでしょう。それを想像して末っ子豚はブルブルと震え上がりました。'],"['\u3000グラグラグラグラッ!!', '\u3000グラグラグラグラッ!!']"
