さんとこ,つかしく,のたたか,べりかた,もじゃもじ,おいたら,がちがっ,かっこつ,ゆらしな,ふさがっ,ばらくす,はっきり,ぎたすら,たたかっ,うきてく,ぱらわな,さんがち,がたする,こちから,うとする,くつだっ,ごくおた,いらさん,よろしく,きょろしな,ずかしく,しながら,とこわい,もこちら,からつる,がぶつか,ひらくら,うところ,するから,おいくら,おいしく,さっそく,のたくら,からよろ,わらかさ,さんもた,とぼけた,だったら,つけたか,からすっ,さんこう,かちだっ,ぽっぽと,ことすら,さんがみ,すいたら,ことだっ,しなとこ,ずらしく,ことのこ,ぷるんぷる,とくする,うだから,あわかっ,ころだっ,ぼろうと,ぱりすら,だったか,つけたら,ぼくがや,こしすら,がたくさ,ふくらん,すっかり,べりこん,さんから,びかけた,がっかり,ぞくする,さんのこ,からしば,いそがし,わいこと,もだいじ,からすら,つるだっ,すること,ぞくさん,にやわら,つけてく,さんがさ,ちらもこ,かつくっ,かりすら,ちかばち,たったら,こうもそ,さんこん,からずっ,さんはき,ぱりさわ,がみつい,だらしな,もりだっ,くっつけ,ぶつかっ,ぞくめー,ついてく,がやすい,うはつか,さわがし,さんがた,かったっ,にたくさ,こともわ,はたべら,ころから,がらばた,からする,かったら,ぼくがぼ,はたくさ,わなかっ,かったか,げたから,ばっちり,ことしな,さんだっ,がやわら,うしたら,がりこん,かってく,たぶつか
1,1,1,1,1,2,1,1,1,1,3,3,1,1,2,1,2,1,1,4,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,4,1,12,1,2,1,2,1,4,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1
