すっかり,つけたか,かったか,たらしく,からしば
['\u3000魔王が倒されてからの二百年の間に、すっかりと猫が住み着いてしまい魔王城は猫屋敷へと姿を変えていた。'],['\u3000茶とらはすりすりと口元を玉座に擦りつけたかと思うと寝返りをうった。すでに玉座の上は猫の毛にまみれている。'],['\u3000目の前で玉座を見つめていた白猫に訊ねると、やや高めの鳴き声が返ってきた。そう言えば、この白猫はあの茶とらの母猫ではなかったか。'],['\u3000そして玉座の上が気に入ってしまったらしく、あろう事か玉座の上を寝床にしてしまったのだ。昼寝をする時も、夜眠る時も玉座の上に飛び乗っては丸くなって眠る。'],['\u3000それからしばらくしての事だった。']
