だったら,すっかり,すーぱー,いじめら,じめから,ずっとこ,かったか,ぬくもり,だったか,だったっ,かってく,しながら,ふっくら,ちらつか
['「だったら、せめて屋根のある所にいけ」'],['\u3000おじいさんは、食事という物がそういう感情を呼ぶものであるという事をすっかりと忘れていたのです。'],"['\u3000近所のすーぱーに惣菜とびーるを買いに行った帰りの事。', '\u3000食卓にはすーぱーの惣菜、びーる、少女の作った数々の料理が並びました。', '\u3000奥さんの手料理で馴染んだ舌に、すーぱーの惣菜は味気なく。']","['\u3000彼女はそれが許せず、いじめられている生徒に手を差し伸べました。', '\u3000ですが、そのせいで今度は少女がいじめられるようになってしまったのです。']",['\u3000その上、少女がいじめから助けた生徒もまた、少女へのいじめへ加わるようになったのです。'],['\u3000しかし、ずっとこのままでいるわけにはいきません。'],['\u3000それはおじいさんにとって、何もかもがどうでもよかったからです。'],['\u3000何よりもぬくもりがありました。'],"['\u3000彼女は丁度、手術室へ運ばれた後だったからです。', '\u3000その名は、極道界では知らぬ者のないほど有名なものだったからです。']",['「……ふっ、ざまぁねぇな。……俺は根っからの極道だったって事だ。足を洗っておきながら、これしか方法が思い浮かばなかったんだからな……」'],['\u3000素手で殴りかかってくる者。'],"['\u3000言い難そうにしながらも、おじいさんは少女に提案します。', '\u3000粗暴な男が凄むのを制しながら、いんてりが言います。', '\u3000困惑しながらも、隣埜組長はそれを受け取ります。']",['\u3000おじいさんの食べた卵焼きは、ふっくらとやわらかく……。'],['「代紋ちらつかせりゃあ、誰でも従うと思ってるんじゃねぇよ」']
