からこそ,しばかり,はっきり,ずかしく,かりきり,かりすら,がぼうと,うとする
['だからこそ、お妃様はお父様と同じように他の何よりも唯一国の事だけを想う王様を、心から愛したのです。けして、その愛が自身へ向けられる事はなくとも、戯れのように愛を乞う事がお妃様の楽しみでした。'],['その間も王様は国政に勤め、雪に囲まれてばかりの閉鎖的な国は、少しばかり活気付いて来ました。外交も復活し、他国から訪れる人も増え、他国からの物品、食料も流通するようになりました。これでもう、この実りの無い大地でも飢える事はなくまります。また、冬の国独自の文化を他国に売り込む事で国庫も潤い、万一に対する備えを作る事も出来ました。'],['魔女は両腕を広げ、高らかに宣言しました。老婆から放たれているとは思えないような大音声で、けれど不思議とはっきりと耳に残る声でした。'],['王子様はお世継ぎとしてどこに出しても恥ずかしくない、立派な少年へと成長しました。聡明であり理解力に長け、剣の才能にも恵まれ、何より努力家でした。その未だ小さな身体で、己の成すべき事と真っ直ぐに向き合っているのです。また、深い思いやりを持ち、厳しい寒さに耐えて戦う冬の国を、深く愛しておりました。'],['王様は次第にやつれていきましたが、そのような中でもお仕事だけは変わらず完璧にこなしていました。もしもここでお仕事まで投げ出してお妃様に掛かりきりになってしまったなら、何の為にお妃様を忘れてまでこの国を立て直したというのでしょう。それこそ、お妃様に合わせる顔が無くなってしまいます。'],['王様は、お妃様が目覚める為に、再びありとあらゆる方法を試しました。しかし、お妃様は眠りについたまま。森の魔女を捜索させても、その足掛かりすら見付かる事はありませんでした。'],['王様は久しぶりに見たお妃様に、何とも言えない感慨を覚えました。気の遠くなるような、頭の奥がぼうとするような、何かが鈍くなってしまうような感覚でした。胸の奥にある違和感に、こそばゆさを覚えたのです。'],['これは政略結婚であり、遠方からはるばる輿入れてくれたお妃様を気遣う事はあっても、愛そうとする事はありませんでした。']
