たたたた,ぐらぐら,ぶるぶる,ばらばら,おいおい,びしょびしょ
['「うぎゃ、痛たたたた！」'],"['\u3000しかし、その間に鍋のお湯は既にぐらぐらと煮立っていたのです。', '\u3000ぐらぐらぐらぐらっ!!', '\u3000ぐらぐらぐらぐらっ!!']",['\u3000末っ子豚のれんがの家はばらばらに崩れていました。もし、この家に居たら重いれんがの下敷きになってぺっちゃんこになっていたことでしょう。それを想像して末っ子豚はぶるぶると震え上がりました。'],"['\u3000狼はそう言うと、大きく息を吸い込んでふーっと吐き出しました。すると、わらの家はばらばらに吹き飛んでしまいました。', '\u3000狼はそう叫ぶと、勢いをつけて木の家に体当たりしました。すると、木の家はばらばらにぶっ飛ばされてしまいました。', '\u3000末っ子豚のれんがの家はばらばらに崩れていました。もし、この家に居たら重いれんがの下敷きになってぺっちゃんこになっていたことでしょう。それを想像して末っ子豚はぶるぶると震え上がりました。', '\u3000そう言った二番目のお兄さん豚の木の家に行ってみると、やはりばらばらに壊れていました。れんがの家ほどではありませんが材木が落ちてきたら大怪我をしていたことでしょう。二番目のお兄さん豚もぞっと背筋が寒くなりました。']",['「おいおい、ずいぶんのんびりと作っているなあ」'],['\u3000そう言って、はしごを降りると一度自分の家に戻ってたおるを取ってきました。そして途中の川の水でたおるを濡らすと鼻と口の周りに巻きました。それから自分自身も川に入って体全体を水で濡らしました。狼の毛皮は水を吸ってびしょびしょになりました。']
