すーだっ,しながら,らんさら,くらいそ,うところ,さっそく,しなくちゃ,ぽっかぽ,とこから,すーのた,かったじ,まろうと,どきしな,だったか,がたくさ,すっかり,さんから,がっかり,いそがし,つけてく,ついたら,そわしな,がらすー,さんがや,ことする,すーはき,ほっぺた,すーさん,わなかっ,さっぱり,ぼくだっ
1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
