ワクワク,バラバラ,キラキラ
['\u3000家庭教師は、どんなことを教わるのかとワクワクしている王子に向かって、'],['\u3000これは世界がまだバラバラの国に分かれていたころのお話です。'],['\u3000誰もがキラキラと目を輝かせ、期待に満ちた目で若き王を見上げています。']
