さんだっ,きりだっ,はたくさ,さっぱり,べちゃいそ,さんがく,しくてか,こうへと,もりだっ
['「この子、お月さまがお母さんだって言うんだ」'],['\u3000大きなたこは夫を信じて待った。しかし夫は帰って来ない。その間も休まずにずっと卵につきっきりだった。眠ることも食べることもしないたこはどんどん弱っていく。そしてある満月の晩、たこの身体はとうとう動かなくなってしまった。ふらふらと潮に身体が流されそうになるのを必死に岩に張り付いて子守歌を歌う。海の上では満月が浮かび卵を照らすと卵の中で小さな目がぴかぴかと光った。'],['\u3000大きなたこはたくさんの卵を産んだ。つやつやのきれいな卵。たこは卵を守り、きれいなお水を卵に吹きかける。夜になれば卵の中にいる子どもたちのために子守歌を歌った。たくさんの卵の一つ一つ、そのどれもが愛おしくてかけがえのない宝物だった。'],['\u3000たこは自分も母親になれるということを初めて知った。でもどうやって母親になればいいのかさっぱりわからない。たこはあの子守歌を歌いながら海をゆらゆらと泳いでいた。すると大きなたこに吸い寄せられるように１匹のたこがやってきた。大きなたこよりもずっと小さいたこは歌に耳を傾ける。'],['「いいのよ。さっきは魚と間違えて食べちゃいそうになったけどね。私はいるかが好きなのさ」'],['「そんな怖がることないよ。お母さんがくるまで一緒にいてやるって言っているのさ。ここの辺りは凶暴なさめが出るからね。さめよりも大きい私がいればあんたは食われることないよ」'],['\u3000大きなたこはたくさんの卵を産んだ。つやつやのきれいな卵。たこは卵を守り、きれいなお水を卵に吹きかける。夜になれば卵の中にいる子どもたちのために子守歌を歌った。たくさんの卵の一つ一つ、そのどれもが愛おしくてかけがえのない宝物だった。'],"['\u3000そしているかの親子は海の向こうへと泳いで行った。時折振り返って手を振るいるかの子を見ながらたこは考え込んでいた。', '\u3000そうして夫のたこは広い海の向こうへと泳いで行った。']",['\u3000本当は２匹とも食べるつもりだったが、いるかの子があまりに無邪気にしているのでなんだかそんな気持ちも失せてしまった。']
