かったた,にためら,すっきり,するから,からかた,がらせか,するしね,もそもり,だったか,もわかっ,ひそめた,たたたっ,すること,もそもこ,しとする,もりだっ,からこそ,かったら,ばっちり,めたかた
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
