がしたか,はっきり,つるから,しなかっ,かったか,からだっ,すること
['どこに行けばいいか分からなかった私は、『いらない』ものを捨てる場所を探した。そこが私の居場所のような気がしたから…。'],['『いらない』と言われた冬は、物語の中では『いらない』とは言われなかった。だから、私は冬を『いらない』ものだと、はっきり思えなかった。私には、どうしても拾えない季節。'],['誰かが「病気を持ってるから近寄らない方がいい」と言っていた。どうして病気だと近づいてはいけないのかと聞けば「うつるからだ」と教えてくれた。病気はうつると困るものらしい。病気は『いらない』ものだと私は思った。ならば、病気を持っているあの人は『いらない』のだろう。私は拾う事にした。'],['だけれど、『いらない』冬は私には存在しなかった。寒い、寒い季節。彼と私が出会えた大切な、大切な季節。'],"['家から出た事がなかった私は、家も寒かったが外はもっと寒い事に気が付いた。靴もなかったから、足はすぐに傷だらけになった。', '―何故なら、冬の王女様に会おうにも塔には近づけませんし、春の女王様の居場所すら誰にも分からなかったからです。']",['彼だと分かったのも病気が治ってからだった。とてもきれいな顔をしていた。そんな彼が、もう『いらない』場所に戻って来るなんて思えなかった。私は、また一人だけの『いらない』人になった。'],['―そうすることで、その国にその女王様の季節が訪れるのです。 ']
