コンコン,ドキドキ,フカフカ
"['\u3000コンコン、コンコン。', '\u3000コンコン、コンコン。']",['「その女の事を考えると、胸がドキドキしたりするのか？」'],['\u3000その大きな体、フカフカの毛並み、そして何よりきりりとした顔つき。']
