ドキドキ,ガシガシ,キラキラ
['\u3000他にも極彩色に彩られる南の海の冒険譚や恐ろしくも魅力的な砂漠の王国のお話、あるいは可愛らしいお姫様の数奇な人生の物語に、娘は年頃の女の子らしくドキドキと胸を高鳴らせました。\n'],['\u3000もちろんそれは口からでまかせに決まっております。しかし若者はさらに面白おかしい逸話を並べ立て、王様の興味をガシガシ引いていきます。\n'],['\u3000若者は薬瓶を楚々とした動作で王様の眼前に差し出します。王様は子どものように目をキラキラさせて叫びました。\n']
