たってく,いらしく,たかかっ,さんとぼ,さんのこ,からしば,するとぼ
['「おとうさんはね、うんとひくいこえで、うんとおおきくて、うんとあったかかったんだよ、それから、おかおは\u3000みられなかったけど、ぼくに\u3000こもりうたを\u3000うたってくれたんだ。」'],['\u3000その寝顔の、かわいらしく、やすらかなこと。'],['「おとうさんはね、うんとひくいこえで、うんとおおきくて、うんとあったかかったんだよ、それから、おかおは\u3000みられなかったけど、ぼくに\u3000こもりうたを\u3000うたってくれたんだ。」'],"['\u3000あるところに、お母さんとぼうやがふたりきりで暮らしていました。', '\u3000そんなある雪の夜、泥棒がやってきて、お母さんとぼうやの家に忍び込みました。', '\u3000泥棒は、お母さんとぼうやが寝てしまうのを、天井裏で待ちました。', '\u3000お母さんとぼうやは、おやすみのお祈りをします。']","['「ぼくは、おとうさんが\u3000だーいすき。でも、ぼくは、おとうさんのことをちっともしらないんだ。こんなかなしいことって\u3000ないよ。」', '「おとうさん、おやすみなさい。ああ、おとうさんのこえが\u3000きけたら、どんなにうれしいかしら。おとうさんのおかおが\u3000みられたら、どんなにうれしいかしら。おとうさん、ゆめでいいから、ぼくのところに\u3000あいにきてね。」', '「おとうさんのこえは、うんとひくいんだね。」']",['\u3000それからしばらくふたりは抱きあっていました。'],"['\u3000するとぼうやは「うわあ。」と言いました。', '\u3000するとぼうやは「うわあ。」と言いました。', '\u3000するとぼうやは「ふがふが、ふがふが。」と言いました。']"
