ムシャムシャ,パチパチ,バクバク,ボソボソ,ピクピク,ゴロゴロ,バリバリ,ガツガツ,カチカチ,ガクガク
['「ただ、ごらん。あの立派な顎。機嫌を損ねたらムシャムシャ食われちまうから、誰もなにも言わないのさ」'],"['\u3000眠たげに触覚の目をパチパチさせて、ふああと大きなあくびをこぼしたけど、こいつはいつもこんな調子だ。でも、キリギリスはすぐに音を止めてバイオリンを小脇に抱えた。', '\u3000せっかく意識もなくて死ぬところだったから、痛みもないはずだったのに。キリギリスはパチパチとまたたいた。']",['\u3000そしたらきっと、このアリのことだ。間抜けなこいつが悲鳴をあげる隙も与えず、バクバクぜーんぶ食い尽くしてしまうのだろう。'],['\u3000ボソボソと口を動かすと、アリがピクリと触覚を揺らした。キリギリスはますます体を小さくさせる。'],['\u3000後から来た別のアリも、荷物を持ちながら器用に肩をすくめてピクピク触覚を動かした。'],['\u3000キリギリスが逃げないように見張るつもりなのと、飢え死にさせないようにすると言ったのは本当らしい。アリは寝たりゴロゴロしたりする合間に、ふらりとどこかに行っては食べるものを持ち帰ってきていた。'],"['\u3000カチカチ鳴る顎は、キリギリスの腕も腹も長い足も、バリバリと難なく噛み砕くだろう。', '\u3000さっき捕まえたチョウの羽をバリバリ食べながら、アリはキリギリスにも一枚よこす。', '\u3000もしかして今からバリバリと、なんて想像してサアァと血の気が引いていく。するとアリが心底呆れた視線をよこした。']",['\u3000ガツガツ食べて、ひと息。'],"['\u3000カチカチ鳴る顎は、キリギリスの腕も腹も長い足も、バリバリと難なく噛み砕くだろう。', '\u3000カチカチ。その音が、怖くて。キリギリスは余計に震えた。']",['\u3000やっぱりそこはこのキリギリスだ。足がガクガク震えて、頭が真っ白になったらしい。動けないでアリを見るだけ。']
