ビショビシ
['\u3000そう言って、はしごを降りると一度自分の家に戻ってタオルを取ってきました。そして途中の川の水でタオルを濡らすと鼻と口の周りに巻きました。それから自分自身も川に入って体全体を水で濡らしました。狼の毛皮は水を吸ってビショビショになりました。']
