つやつや,らんらん,ふわふわ,びりびり
['\u3000るなは、つやつやな毛並みと、つぶらな金色の瞳がかわいい黒猫です。子猫のときは手のひらにおさまるほど小さかったのに、いまでは膝に乗せると重たいくらい。元気いっぱいに、大きく育ちました。'],['\u3000私は目をこらして、暗がりをじっと見ました。すると、黒く塗りつぶされた闇に、ふたつのまるいものが浮かび上がったのです。らんらんと輝く金色の宝石――それは、るなの両眼でした。'],['\u3000黒くてふわふわの毛玉を、るなを抱っこしたのが、なぜか懐かしいです。もふもふの毛皮に顔を埋めて、ぷにぷにの肉球で遊んで。つい昨日のことのように思い出せるのに、どうしてこんなに遠く感じるのでしょう。'],['\u3000頭はとても良くて、じゃんぷしてどあも開けられるし、台所の水道から水だって飲めます。たまにといれっとぺーぱーをびりびり破ったりすることもあるけれど、いたずらと呼べるものでした。']
