ワードス,グンジン,コロンブス,リンリーン,ワンピー,スタビラ,ジャーシー,キーボー,カップル,ワンシー,トンコン,スカウト,マザコン,キータッ,ウラギリ,チンピラ,ムズアップ,ツンデレ,ザーガン,プルベリ,コンクリ,スーハー,ガーエン,エンジン,デコピン,ギースパ,ウンドシ,ピーガク,ピーカー,パードロ,ゴーグル,シックス,ヒヤリン,サラダボ,ゼーハー,ハッカー,ムンクル,クルガー,ワーバラ,カラコロ,キャッスル,ツーカー,クリスタ,バンスレ,ハッピー,キングサ,テクノロ,パッチン,ソロアー,ジャンパー,オメガチ,ガンマチ,ガラクタ,ギーバリ,ブースタ,ボーリン,ワンツー,シーザー,ウマクサ,ゴープリン,マジシャン,コンプリ,シュークリ,ドーピン,ビシバシ,スパコン,キャーハー,チンスタ,スラスタ,ワーアップ,ブルドー,ドタバタ,ピンクダ,グラウン,トンチン,ニャースポ,ピンクド,ボロカス,ドンパチ,バンカー,ビーコン,シーズン,オンキリ,ザースー,エンゲー,トンエン,ジャングル,ブラコン,ギーシー,コントロ,ハッキン,ポーカー,メチャクチャ,ペットボ,パーカー,ブスタッ,ピーキー,コンピュー,ブラウン,スーパー,ハーハッ,グスカー,ピンポイ,ムンガン,ブーメラ,ブラスタ,ガードロ,スクリーン,パーカッ
12,2,1,2,7,2,1,4,5,5,1,3,3,1,1,7,11,1,2,1,4,1,51,6,7,1,1,1,4,2,8,173,1,1,2,1,10,2,1,1,7,1,3,7,1,1,2,3,1,4,8,8,3,1,2,1,3,1,1,1,1,1,2,1,1,2,1,1,9,2,1,1,1,2,2,1,1,1,1,24,1,1,1,1,1,4,1,8,1,22,26,3,1,7,2,1,1,3,20,4,1,1,2,3,2,4,56,2,3
