ゴロゴロ,ボロボロ,ウキウキ,ビリビリ,ギリギリ,キラキラ,ワクワク,パンパン,コツコツ,プルプル
['\u3000いつもならもう家に帰っていて、部屋でゴロゴロしている頃だ。\n'],['\u3000ボロボロになった賀良組事務所の中。\n'],"['\u3000しかし、クレアはすでにインテリアをどうとかウキウキしながら話を進めてしまっていて、そんなこといえる空気ではなくなっている。\n', '\u3000カナは話を聞き終わるとなんだかウキウキし始めている。\n']",['\u3000もうビリビリとした感覚すらない。\n'],['\u3000結構ギリギリに立っていたのも原因だろう、体勢を崩してそのまま下に落ちていってしまう。\n'],['\u3000カナはそうキラキラした目で行ってきた。\n'],['\u3000カナ、ワクワクしてんぞ！\n'],['\u3000何て思っていると、カナはどこから取り出したのか木片みたいな物を持ってパンパン手のひらに打ちつけていた。\n'],['\u3000何よりまずわコツコツやっていこう。\n'],['\u3000そして全身をプルプル震わせている。\n']
