わなかっ,くるから,はたぶん,ばちじゃん,とこうだ,かーぼー,かりする,からよろ,ちらこそ,るんじゃん,すごくど,ことはた,するすた,たっぷす,ことすら,ばらくす,のためり,からびー,こそべん,ばんじー,からごく,ぱりしっ,とこうか,がりがば,うようだ,くつもり,しなかっ,びんぐだ,めたから,しっくり,かってく,こったら,にこちら,ひたすら,どきする,いらうん,かーぺっ,でかかっ,からこそ,からかり,いそうだ,はっきり,かったら,がみこん,べんちか,かんでこ,もそうじ,めたとこ,からこっ,はーまじ,くすから,かったっ,するなよ,しながら,すること,べんとく,ぴーかー,ことぐら,うだから,わくする,さらこん,がたくさ,ことばか,ひそめた,けたかっ,てくるん,しっかり,ことくら
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,2,1,1,1,1,2,1,1,4,3,3,2,2,1,1,2,1,1,2,2,7,19,1,3,4,1,1,1,1,1,1,3,1,8,2
