カーボー,ワンピー,ジャーシー,カップル,バンパー,スカウト,ポリシー,チンピラ,ツンデレ,コンクリ,ジーパン,エンジン,コテンパン,ビーボー,ピーカー,クスクラ,クスカリ,ブルゲー,ポンコツ,キーボン,スクドー,ワーバラ,パキスタ,カリグダ,パサウン,バチカン,ガラクタ,ワーキン,スクワー,ピンポン,カリグタ,ドタバタ,グラウン,メキシコ,ピンチン,アーハッ,ドンパチ,ドタウン,オンボロ,パッチリ,アークラ,ガーハッ,ドンガラ,ピンポロ,キーパン,コントロ,シャンプー,ヒーカッ,キンシッ,ポーカー,ペットボ,シーポー,グーパー,ブラウン,スーパー,ハッハー,エンベロ,ハーハッ,グスカー,クスジュー,ブーメラ,スクリーン
1,1,4,2,1,4,1,1,1,2,10,6,2,1,7,1,1,1,2,1,2,2,1,106,8,1,1,1,1,1,1,2,1,2,12,3,1,3,3,1,10,1,10,1,1,44,2,1,1,1,1,1,1,5,4,12,1,5,1,1,1,12
