カーボー,ハッスル,コンパク,スカウト,トログリ,チンピラ,ツンデレ,リンピッ,コンドー,コンクリ,エンジン,デコピン,ブルンブル,クスカリ,チングス,アップボー,ポンコツ,バッサアー,チップス,ワンパン,ワーバラ,ジンガー,コソドロ,カップラ,クリスタ,フーリン,ハッピー,パッチン,グイベン,タッチャブ,カードキ,ピンポー,シックリ,ウロチョロ,ジータッ,ボーリン,トロゲー,ガタンゴトン,ボンクラ,バシャバシ,クーリン,クスポー,ドーピン,ピンポン,ブラジャー,ビシバシ,ワーアップ,フンギリ,ガーデン,ドタバタ,クリアー,クントク,グラウン,ドンピシ,バンピー,ソロバン,ボロカス,ドンパチ,ハッキリ,パックン,ドングリ,テクスレ,コントロ,ヒーカッ,ジーボー,スカウン,ワースポ,トンズラ,マジキチ,パーカー,グーパー,スーパー,クタワー,ブラジリ,ヨロシク,パーカッ
1,3,3,1,1,13,20,1,3,3,4,3,1,20,1,1,4,1,1,7,3,1,1,3,2,1,4,1,2,1,1,7,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,8,1,2,1,9,2,1,1,1,5,9,1,4,1,3,2,7,3,1,2,4,10,2,5,1,3,4,7
