クッキー,ワンピー,ジンジャー,カップル,バンパー,サヤエン,カンテラ,チンピラ,ツンデレ,オチツケ,エンジン,デコピン,ジャンプス,ビシソワ,コンポタ,ジューシー,カンパー,アーボー,チンカー,スクワー,ポテサラ,チンワー,コンボタ,カチコチ,キーワー,ウハハッ,スタサラ,カンチカ,カタコト,タッパー,ポーカー,ペットボ,パーカー,ブラウン,スーパー,ドキハラ,ポテフラ
51,3,3,21,1,3,1,2,2,1,2,1,1,1,1,1,1,2,172,1,2,1,1,1,1,1,1,1,5,1,1,3,3,1,5,1,1
