ワンピー,スカウト,プリクラ,エンジン,ピーカー,クンドク,ハードボ,ブラジャー,カーペッ,パラシュー,キーワー,ブービー,シナジー,コントロ,シャンプー,ヒーカッ,ポーカー,ペットボ,パーカー,スーパー,クタクル,バタフラ
1,4,1,3,1,1,1,2,1,3,1,1,1,4,3,1,4,1,18,2,1,2
