ピンキリ,カラクリ,ミシザー,チンピラ,ブルパン,ピーチク,ワンパン,パーチク,クリザー,バカスカ,ハッピー,スージー,テカウン,スカポン,カリザー,シュークリ,ピッチリ,ツートン,コンテク,ビシャビシ,ワンクッ,パッチリ,ジャングル,カタコト,ポーカー,メチャクチャ,リンプス
2,1,1,1,1,1,1,1,1,2,1,23,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3
