ドロドロ,キラキラ,ボコボコ,クスクス
['スライムってなんかドロドロで、汚いし…( ；∀；)\n'],"['カジノがあるなら、あんなキラキラしたイメージだよ。\n', 'キラキラ光っててきれいだったよ～☆\n']","['だってさ…一度ボコボコにしてたじゃない…。\n', 'ボコボコって失礼な…(－－〆)\n']",['クラスメイト達はクスクス笑う。\n']
