デンゴー,ツンデレ,テカピッ,クスカリ,シックス,ヌルゲー,バリギリ,パチカラ,ピンポー,ヒラゴワ,ボンキュッ,キーワー,チクゴワ,ドングリ,バリゴツ,ビショビシ,ペットボ,スーパー,ピンポイ,バタフラ
3,1,1,2,4,1,1,2,5,1,1,2,1,7,1,1,8,4,1,1
