すやから,わなかっ,とことん,くんなよ,からかつ,すくめた,なよから,ねちいじ,かするん,ことはた,のおごり,ころから,くたしな,つけてく,するから,さわしく,まるから,けたすべ,ちらつか,がみつか,おいてく,ぼーりん,するぶら,からいじ,きーぼー,つけたら,はっきん,うじから,ばらくす,くすきゅー,まるさや,てかわい,くるさや,ふさげた,からふー,いじめら,しなかっ,はためら,くっころ,たらかさ,めたから,めたはー,たらこっ,すーぱー,にこぴー,うとする,からがん,へらしな,うかかっ,てかすご,かすこと,かってく,するこん,からざわ,つらから,がらすく,ひたすら,めちゃくちゃ,からくす,がつけば,からぼー,はきちん,たっぷり,はっきり,するくら,かったら,のおばさ,てかかっ,おいたら,するがん,きこもり,まじさや,よろしく,ことする,ちまけた,ぶつけら,たらはら,げたかっ,しながら,ぐりこん,すること,さやかさ,くらすや,からきゃー,にこめら,ころのお,こんぴゅー,かりくら,こんとろ,くるすら,くりとく,こそおい,すくりーん,にこもり,でぶつか,たらしく,にやしな,しなめた,ぶつかっ,いじめた,くりする,めたてら,こんから,がんばり,くりすた,ひそめた,さやかた,けたこと,つかわな,ちらから,からかっ,しっかり
1,2,1,1,2,1,1,1,1,1,4,2,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,12,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,3,2,1,1,2,1,8,1,21,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,2,1,4
