ことから,わなかっ,えんじん,つやめた,ころから,つけてく,ことのた,うときー,きーぼー,からはー,けたとこ,はっぴー,かさこそ,しこちら,からすべ,もそうだ,しなかっ,うとする,ぽつりぽつ,すべきこ,てくだら,きーわー,かってく,めちゃくちゃ,からこそ,からもそ,いそうだ,かったら,こんばん,しながら,くすこと,すること,もやする,そわしな,こともた,けたこと,わんばか,かさから
1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,6,5,2,1,1,1,5,1,6,1,1,1,1,1,1
