わなかっ,しとする,はたぶん,きらめた,くること,からずし,ぱたけば,ごしてく,いそうね,しなこと,ころから,からくる,するから,がらもそ,ことすら,つんざく,おどけた,どんでん,はっきん,けたとこ,へとたど,ばらくす,たらさら,からりん,こっちか,するとこ,ぐらかす,からしな,ふらわー,きんぐだ,げたから,もそうだ,うとしな,くりくる,くつもり,しなかっ,ぶつけた,ぱーかー,かすから,うんどし,ちらこち,りんちか,うとする,ぽりしー,げたこと,しっくり,かすこと,かってく,ぼろうと,たらぐら,もおちょく,にこちら,じところ,ひたすら,めちゃくちゃ,ごそうと,からぶつ,きりしな,まじいら,ちらもお,からこそ,いそうだ,はっきり,するくら,かったら,くらこち,きりする,もりべん,からする,かんでこ,こともそ,うところ,ことこそ,しなとこ,がさまざ,しったっ,よろしく,ぶつけら,なようだ,かったっ,しながら,くすこと,すること,もやする,ずばかり,ぶること,からすれ,うだしな,こんがら,ことごと,くりとく,すくりーん,のおむら,ぐらかさ,こっちま,けたから,たらしく,すごかっ,ことにた,うだから,ぶつかっ,わくする,くりする,すいすた,はたくさ,まるとこ,ざわめき,しなくちゃ,けたこと,いらする,もそうか,うとすら,ことにこ,ゆること,ばしゃばし,しっかり,ことくら
11,1,1,1,3,1,1,1,1,4,1,1,3,1,10,1,1,1,4,1,2,3,1,1,1,3,1,2,2,2,1,2,1,1,2,20,1,6,1,2,1,1,13,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,25,2,11,1,4,1,1,1,3,2,2,13,1,2,1,1,6,2,1,3,14,1,48,2,1,2,1,2,1,1,1,2,3,1,1,1,4,1,1,3,1,1,1,1,1,2,6,2,1,1,2,1,1,1,1,11,3
