ブラザー,クッキー,ボッサボサ,ソロリソロ,ワンピー,カップル,ワイガヤ,ワンシー,コンパク,マザコン,トログリ,チンピラ,ビーシー,ジャンキー,ツンデレ,チーズバ,キンキラ,コンクリ,ビングダ,ジーパン,エンジン,ユルフワ,チョコクリ,ビーカー,リングサ,チョコチッ,ピーカー,ビンボー,キンカツ,サラダボ,デカブツ,カンパー,クスプー,パチクリ,トロベリ,スタワー,カンプン,ハッピー,キングサ,タッカー,ビーブラ,ブースタ,クラシッ,チチチッ,パーリン,スープス,アークド,クッキリ,クンドク,ボンクラ,マジシャン,バシャバシ,ツータッ,ブラジャー,ピーポー,カーペッ,トンカツ,ガチャガチ,プンスタ,チンプン,ダラグダ,コンバン,グラウン,トンチン,ヌクモリ,スタグラ,ドンピシ,キーワー,パッツン,ハッキリ,シーズン,オンスー,コツクル,チュンチュー,パッキー,コントロ,ビーガー,シャンプー,キンシッ,ポーカー,ワイドシ,ペットボ,パーカー,ギャースカ,スパイラ,スーパー,ピンポイ,カッスカ,リンクリ,クルカー,ワンパッ,フラシオ,アージー,バッタンバッタ,パーカッ
3,5,1,1,8,8,1,1,1,1,1,16,3,7,2,1,1,2,4,1,3,1,1,43,3,1,13,1,1,4,2,1,2,2,1,1,3,1,1,2,1,1,1,1,1,1,10,2,1,1,1,1,2,2,1,5,2,1,1,3,1,1,12,1,1,1,2,1,5,11,1,1,2,1,1,2,1,4,4,1,1,12,1,2,3,12,1,1,1,1,1,1,1,1,12
