ピンキリ,ワンピー,キーボー,ピクシー,ピーカー,クスカリ,リンアー,シーピー,デカブツ,ピンゾロ,ワンパン,テクノロ,キングタ,タッカー,ウロチョロ,ガタンゴトン,ドーピン,ワーキャッ,カーチー,ブルタッ,ハッキリ,ワンボタ,コンスタ,スパイラ,ワンクリ,ポイズン
1,1,2,44,3,2,16,1,2,2,2,2,1,5,1,1,1,2,1,3,3,1,1,1,1,1
