バラバラ,ボロボロ
['\u3000僅かにでも接触すれば、たちまち身体がバラバラになる、必殺の威力を秘めた乱れ突き。\n'],['\u3000斬り裂かれてボロボロになった学生服は、魔力を流すことによって自動修復される。それを行い、見栄えをよくしたところで、俺たちは玄関口までも短い廊下を歩き出す。\n']
