キューピッ,ブラザー,クッキー,パッコッ,ハッスル,ワンピー,キーボー,カップル,ワイガヤ,コンパク,バリスタ,スカウト,パンパカ,グータラ,ムズアップ,ジャンキー,チーズバ,スイパッ,チンパラ,コンクリ,デコピン,コックス,ピーカー,トンガリ,コロジー,ゴーグル,シックス,ビンボー,カンパチ,コックリ,ワクテカ,ピーチク,ポンコツ,パーチク,パチクリ,ブルピー,ピーピン,シャンメリ,カップラ,クリスタ,ピングサ,ゴチャゴチ,ハッピー,テクノロ,パッチン,チンチクリ,グイベン,ピンポー,シックリ,ビーチー,ワーキン,ピリオド,チラリチラ,コンプリ,クーリン,スイベン,カチンコチ,シーリン,ビシバシ,ワイトク,サラツヤ,ピーポー,ベントク,ビーフラ,ツルペッ,プラカー,ドタバタ,カーチー,メキシコ,ベントボ,パラシュー,ボロカス,ドンパチ,ヒーリン,ドシバカ,コンチク,クルパン,ハッキリ,パンピー,クンビク,エンゲー,ザーフラ,タップリ,コントロ,ハッキン,シャンプー,ヒーカッ,キンシッ,ポーカー,ズタボロ,ブツクサ,パーキン,シクヨロ,カラコン,ギリプラ,コンピュー,パンプス,スーパー,ピンポイ,プルキー,コンキラ,クラスタ,ブーメラ,ガクブル,バタフラ,マジパン,ダブスタ,カックン,スクリーン
10,1,11,1,1,6,1,33,1,1,2,1,1,1,2,1,2,1,1,3,2,1,3,2,1,1,3,3,1,2,2,2,9,2,1,1,3,1,2,2,1,1,2,1,1,4,1,1,1,6,2,2,1,2,1,2,1,2,1,1,4,2,1,2,3,2,3,1,2,5,1,1,1,2,1,1,1,12,2,1,2,1,2,2,1,1,2,3,1,1,1,3,1,1,1,1,2,4,1,1,2,1,2,1,1,1,1,2,4
