ワンピー,カラクリ,ワンシー,リンピッ,ワースー,デカブツ,ワーバラ,チョコプリ,カランカラ,コログサ,カーペッ,ドンピシ,アッププラ,バラクラ
1,1,1,1,1,1,1,1,1,1,2,1,1,2
