クッキー,トンカラ,ワンピー,ジャーシー,カップル,ワンシー,シャーペン,チンピラ,コンクリ,チョコクリ,ビーカー,ピーカー,トロベリ,ジンガー,カップラ,ハッピー,クラシッ,ボーリン,プルクリ,シュークリ,トンカツ,カタクリ,ドタバタ,ジャンピン,プンテラ,グラウン,ボンスカ,ドンピシ,キーワー,カステラ,スクリン,コントロ,シャンプー,ヒーカッ,メチャクチャ,ワイドシ,ペットボ,アーバン,スーパー,ピンポイ,パンツル,スクリーン
4,3,5,2,3,1,1,1,7,2,3,2,3,1,1,10,1,1,2,2,2,2,1,1,1,8,2,1,1,6,1,1,1,1,1,1,3,8,7,1,3,1
