カーボー,カラカン,キーボー,コンクリ,エンチッ,シナスタ,ピーカー,ムンクル,スルポー,ワーバラ,ハッピー,アーボー,ウロチョロ,ヒートボ,トロジー,スラスタ,マルプラ,カーペッ,ワーアップ,ドタバタ,ホログラ,コントロ,コンピュー
2,1,2,1,1,21,4,1,1,1,1,2,1,1,7,2,1,1,3,1,2,2,1
