クッキー,シャーペン,トログリ,クスキュー,チンピラ,ムズアップ,ツンデレ,リンピッ,ポンポコ,キーフー,コンクリ,ジーパン,エンジン,ホカパン,ブルピー,バカスカ,ガサゴソ,ジャンパー,カードキ,チチチッ,ハードス,ピッチリ,シーリン,ブリザー,クスシー,ピードー,チンワー,カートン,カチコチ,ドンパチ,ヒーリン,チンパン,シーズン,モジャモジ,ヒーカッ,シックド,ズタボロ,ペットボ,パーキン,ワースポ,ワイトボ,スーパー,トロキシ,ピンポイ,スレチッ,ガードブ
1,1,2,1,2,1,1,2,1,4,4,2,8,1,1,1,1,1,3,4,1,1,1,4,1,1,2,1,1,1,20,2,2,1,3,1,1,10,1,1,1,7,1,1,1,2
