カラカン,ピンボー,ワンピー,カップル,スカウト,ポリシー,チンピラ,ジャンキー,ツンデレ,コンクリ,エンジン,デコピン,クリムラ,ブルンブル,クルドー,コンガリ,ピーチク,デカブツ,ポタリポタ,バカボン,ワンパン,コツンコツ,パチクリ,ワーバラ,ピーポイ,カンプン,バキボキ,アーボー,ワンパタ,キーパー,ガラクタ,ジャンジャー,ピョンジャン,ウジャウジ,ボンクラ,チラリチラ,マジシャン,ベロンベロ,シュークリ,ドーピン,カーペッ,ズキンズキ,タックル,シーカー,チンプン,グリムラ,グラウン,キーズブ,ウロボロ,ドンピシ,ドンパチ,ポツリポツ,パッチリ,カチャカチ,チンタラ,ジャングル,コントロ,キンシッ,ツーピー,ズタボロ,ペットボ,スカウン,マジキチ,パーカー,ブラウン,スーパー,ポイズン,ガタブル,オズクラ,スクリーン
1,1,12,9,27,3,1,8,1,1,1,2,1,2,1,2,2,3,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,3,1,33,1,1,1,1,1,1,92,2,7,1,1,36,3,9,1,5,1,1,2,9,4,1,8,1,3,1,1,13,1,1,1,1,15
