カーボー,クッキー,カラカン,ピンボー,ピンキリ,ワンピー,カラクリ,ジャーシー,ポージン,キーボー,ガラスポ,カップル,ワンシー,シャーペン,スカウト,コッキン,チンピラ,ムズアップ,ジャンキー,モリカー,ツンデレ,コンドー,コンクリ,ワーゲー,ジーパン,エンジン,ザーポイ,ピーカー,ゴーグル,ハッカー,チンカッ,パキスタ,ハッピー,キングサ,ワンパタ,タッカー,キーパー,ブースタ,ボーリン,ジューリン,スクワー,クーリン,リンクス,ボンキュッ,ドーピン,ブルクリ,ブラジャー,ビシバシ,カースタ,タックル,ガチャガチ,プラカー,ビングル,ドタバタ,チンワー,カーゴー,グラウン,パラシュー,トンピン,ドンパチ,バンカー,ビーコン,コンチク,ハッキリ,カチャカチ,アーガン,ジャングル,コントロ,ハッキン,シャンプー,タッパー,パシャパシ,キーシュー,ヒーカッ,キンシッ,ポーカー,シックド,ペットボ,クダウン,スカウン,エンドロ,ワイトボ,スタジャン,パラベラ,ブラウン,スーパー,クスカー,ハッハー,グスカー,ピンポイ,マルスー,バンジー,ブーメラ,バタフラ,ビングス,ヨロシク
18,14,1,2,2,13,2,2,3,3,2,8,1,3,13,1,1,20,3,1,2,1,28,1,3,5,2,17,1,2,1,1,9,1,2,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,195,1,1,1,1,2,1,1,1,1,1,17,2,2,5,1,1,19,7,7,1,31,1,1,2,7,2,1,2,3,2,2,10,1,1,2,1,4,1,1
