キーボー,コントロ,ボーリン,クスキュー,スクリーン,ハッキン,スーパー,クリスタ,コンピュー
['トオルは自分の頭から精神触手を出して、パソコンにつなげる。今まで目やキーボードを通してしか接することができなかった電脳世界を、直接脳で感じることができた。\n'],['『無駄だよ。俺はこの車のコントロールを乗っ取った。お前たちは俺の腹の中にいるも同然だ』\n'],['画面を見たさやかも思わず叫び声を上げる。電子上の記録では、生徒会の口座からファミレスやカラオケ、ボーリングなどの私的な支払いがされていたようにデータが記録されていた。\n'],['「な、なら氷の魔法だ!ダークエクスキューション!」\n'],"['同時に、弁護士が弥勒学園の大学推薦の資料をスクリーンに映した。\n', '披露宴に移行し、愛子の生い立ちから現在までの写真がスクリーンに映し出される。\n', '司会者の声が遮られる。次の瞬間、スクリーンに一人の少年の顔が映った。\n', 'その映像が流れた瞬間、愛子は泣き叫びながらスクリーンに映像を映しているプロジェクターにつかみかかり、スイッチを切る。\n', 'しかし、スクリーンの映像は消えなかった。\n', '余裕たっぷりに高笑いする大吾だったが、トオルの背後に設置されている巨大スクリーンに映し出された映像を見て真っ青になる。\n']",['そこでデータを習得して、携帯サービス会社が提携している『スマホ支払いサービス』から彼らの銀行口座のデータにハッキングしていく。\n'],['「なんだよ。俺のスーパーロボットを見せてやったのに」\n'],"['「でもちょっと待って。メルは私のホーリークリスタルの中に封じ込められているはず。そもそもここはどこなの?」\n', '自分の肉体がクリスタルの中に封印されているだけで無事だと聞いて、メルは頭を下げる。\n', '「させないわ!ホーリークリスタル!」\n', '「ホーリークリスタル!」\n']",['トオルがしたことは、現実世界でも行われた事があるコンピューター犯罪、いわゆる『サラミ法」を発展させたものである。\n']
