ワードス,クッキー,ワンピー,キーボー,コンパク,スカウト,ベリオン,グータラ,チンピラ,ムズアップ,ツンデレ,トログラ,コンクリ,エンジン,デコピン,ピーカー,ゴーグル,ポンコツ,ワンパン,ワーバラ,カップラ,ハッピー,パッチン,ガサゴソ,アースー,ガラクタ,トロゲー,スクワー,バシャバシ,コンプリ,シュークリ,ブリザー,ピッキン,スラスタ,ワーアップ,ガチャガチ,ドタバタ,キングス,ワンカッ,グラウン,キーワー,ボロカス,ドンパチ,ホログラ,ドントコ,コントロ,ハッキン,デコヒー,バンクラ,キンシッ,コリドー,ピーキー,コンピュー,スーパー,マルスー,ポイズン,バンジー,プルキー,パークラ,カックン
1,6,1,2,1,14,1,2,3,4,2,36,2,2,1,5,1,1,1,1,1,2,1,1,269,5,1,1,1,1,2,1,1,1,1,1,1,1,1,4,8,1,1,1,5,6,10,1,8,2,11,1,1,2,4,1,1,1,3,1
