バンザー,ブラザー,カーボー,エンペラ,トンスレ,ビーベロ,ワンピー,カップル,コロペン,コンクリ,ベンベロ,ハッカー,プラカッ,ノタウロ,リングタ,ワーバラ,ピチャピチ,タッカー,キーパー,ウロチョロ,クラシッ,クサグイ,ニタリン,カランカラ,バリカン,フードス,パッカー,ノシカッ,ベントク,クルピッ,ガチャガチ,グラウン,メキシコ,ベントボ,マルクラ,ジリスク,カチャカチ,ザーアー,ジャングル,コントロ,ゴードン,シードキ,ビーアー,パックリ,シナプス,ジャースー,スパイラ,スーパー,ポイズン
2,1,1,2,1,32,1,23,6,1,3,8,1,5,1,1,4,1,9,1,3,1,6,1,1,1,1,1,6,5,6,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,11,2,1
