キューピッ,ブラザー,キーボー,カップル,シャーペン,コンパク,ワクチン,チンピラ,ツンデレ,コンクリ,エンジン,ザービー,カップラ,ガラクタ,パープル,ガチャガチ,オロギー,カーチー,ペットボ,パーカー,スーパー
1,8,2,8,2,4,2,2,6,1,1,1,1,2,3,1,1,6,1,1,3
