クッキー,ワンピー,マルスラ,ポージン,カップル,シャーペン,プリクラ,グータラ,チンピラ,コンクリ,スーハー,ポンコツ,ダクドス,パチクリ,ワンパタ,ガサゴソ,カードキ,ピンポー,ガラクタ,チッカチ,マルゴー,カーペッ,ワーアップ,タックル,グラウン,キーワー,ハッキリ,パッチリ,ジャングル,ハッキン,タッパー,ズタボロ,スーパー,ピンポイ,ブーメラ,ガクブル,スクリーン
7,1,15,1,3,1,4,1,11,5,1,1,20,1,2,1,1,3,4,2,80,2,1,1,2,1,1,1,3,1,5,2,7,2,2,1,15
