カーボー,ハッスル,ピンキリ,ソロリソロ,キーボー,ワンシー,コンパク,スカウト,ガラスー,コンクリ,エンジン,パースタ,ピーカー,クスカリ,ゴーグル,ジューシー,ポンコツ,ジンギス,プスピー,クラクー,リンクタ,ハッピー,マジバカ,ギリクリ,タッカー,ガラクタ,エンドシ,エンドク,バシャバシ,プラシー,ワイガリ,カークラ,クンガク,ワーアップ,タックル,ガチャガチ,キーワー,バンカー,キュッポン,クンビク,ドロボー,スープカ,コントロ,ズタボロ,ハードカ,ギリガー,ガンバッタ,パックリ,ピーキー,チームラ,スーパー,デンプン,ピンポイ,バンジー,ゲートボ,ベンジャー,バタフラ
1,1,1,1,2,1,1,3,1,5,4,1,1,1,1,1,1,6,2,24,1,1,1,1,7,1,1,1,1,1,1,1,1,6,3,1,2,1,1,2,1,10,11,1,1,1,1,2,1,1,5,2,3,1,1,1,1
