ブラザー,カランコロン,フーアー,コロンブス,ボーブリ,ワンピー,ジャーシー,キーボー,カップル,シャーペン,スカウト,マザコン,ポンドス,カンフー,クーポン,ムズアップ,コンクリ,ヘナチョコ,アーコン,ガラスレ,エンジン,デコピン,ピーカー,ポンコツ,キラリン,ポーツカ,ハッピー,クーパー,ワーキン,チューデン,ワーアップ,デンジャー,ドンピシ,ホログラ,ポツリポツ,プリコッ,ジャングル,ベリスク,プンワー,ハッキン,ワイドシ,ビショビシ,ペットボ,ワイトボ,パックリ,カラコン,ボンジュー,ブラウン,スーパー,ピンポイ,キースポ,ヨロシク,スクリーン,パーカッ
1,2,1,4,1,2,1,5,2,2,3,1,1,1,13,2,1,1,1,1,2,1,6,1,1,2,1,2,1,1,1,2,1,1,1,1,1,10,2,1,1,2,6,1,1,1,1,1,2,1,1,3,4,1
