クスキュー,コンクリ,ウンドシ,デカブツ,プスピー,ワンパン,クリザー,プリガン,ピチャピチ,ワンパタ,シーフー,トロゲー,チューデン,コンプリ,グーパン,シーリン,ヒーリン,ハッキリ,ポツリポツ,カチャカチ,ジャングル,バングル,ペットボ,ブツクサ,コンピュー,フラドス,ベンジャー,ビングス,スゴブリ
1,1,1,1,2,1,3,1,1,1,4,1,1,2,1,4,3,4,1,2,1,3,1,1,5,1,3,2,1
