チッバチ,コンパク,ブラボー,コンクリ,エンジン,ゴーグル,スルアップ,フワフカ,ジーチッ,カードキ,チクリチク,カーペッ,ベントボ,カンパン,ハッキン,シャンプー,メチャクチャ,キンカン,スーツケ,ジャーキー,カラコン,ブラウン,スーパー,ブーメラ,スクリーン
1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,1,2,1,7
