キーボー,カップル,コンパク,コンクリ,ピーカー,リンキン,クスタプ,タッカー,キリサク,グルマザ,ピッキン,カーペッ,コントロ,トンカチ,パックサ,ジャーキー,パーカー,ズシンズシ
1,1,1,12,1,7,1,1,1,1,1,1,2,3,3,2,28,1
