ピンキリ,ワンピー,カップル,バンパー,コンパク,ツンデレ,エンジン,キングラ,デコピン,ビリジュー,ポンコツ,ゼーハー,ノタウロ,ワーバラ,ガンスル,ベロチュー,ゴチャゴチ,ハッピー,チンチクリ,ガラクタ,ボンクラ,マジシャン,スクワー,コンプリ,ピッチリ,ブラジャー,ワーアップ,ガチャガチ,ドタバタ,プークス,バンカー,ハッキリ,デコボコ,モジャモジ,ブラコン,コントロ,キンシッ,ズタボロ,ジャーキー,ブラウン,クスプラ,ピンポイ,ジンクス,ブーメラ,ガクブル,トロピカ
2,2,1,9,2,2,2,1,2,1,63,2,12,1,1,2,3,7,2,4,3,1,1,3,4,1,1,1,1,1,2,117,4,1,2,6,1,1,2,2,1,3,1,2,1,1
