カラカン,ブルコン,コテンパン,ピーカー,ホロスク,ブリスク,スルポー,スクワー,ボンキュッ,ワーカー,カチコチ,キーワー,ハッキリ,コントロ,キンシッ,コンスタ,スーパー
1,1,2,1,1,3,1,4,1,1,1,1,1,1,2,1,1
