パーカス,カラクリ,ズバシッ,ビーボー,ポロンポロ,ポンコツ,ヌルゲー,ワンパン,パチクリ,クリスタ,ハッピー,ガサゴソ,カチンコチ,パッカー,バッサバサ,ビシバシ,タックル,ガチャガチ,ジャンピン,コンチク,ハッキリ,カッチリ
1,1,1,1,16,2,1,1,2,2,1,1,1,1,2,1,10,1,2,1,1,1
