バラバラ
['事実筆者もバイクウェアに関しては「商品によって同じ表記でもサイズ感がバラバラ」のコミネではyoutuberによるレビューによってピッタリのものを安く手に入れていて、今後の小売流通業はさらに苦境に立たされるなと思っている。']
