くること,こんすた,まるから,おいてく,ことでか,するぱー,しくする,もりすく,からすべ,うとしな,ころはた,しなかっ,するにこ,しとけば,うとする,くどころ,からぱー,ことでこ,からこそ,からもそ,はっきり,かったら,さらにこ,すること,からすれ,するめり,ばしてく,しっかり
1,1,1,4,1,1,1,1,1,1,1,8,1,1,3,1,1,1,1,1,2,5,1,30,1,1,2,8
