プラグイ,グーグル
['何名かの方が調べてくれた結果、普通にセキュリティソフトやアドブロック系プラグインで保護した状態であれば2chReadにアクセスしても実害はないようです。'],['個人的に出来ることとしてはLegal - Google Careersでの法的な削除リクエストをグーグルなどに送ったほうが良さげです。']
