プリクラ,コンクリ,ボーカリ,トンガリ,ゲロキシ,ツートン,スカカス,プークス,ボロカス,チンパン,ワンクッ,ジャングル,スレボリ,ウントロ,ブーメラ,スクリーン
1,1,1,4,1,1,1,1,2,1,1,1,3,1,2,1
